Lista_Unique_identifiers,Summary_EN,Summary_ES
124821,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. Agomelatine is metabolised predominantly via CYP1A2. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.",""
124822,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Amitriptyline is metabolised predominantly by CYP2D6 and CYP2C19. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. ,""
124823,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bupropion is primarily metabolized by CYP2B6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124825,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clomipramine is metabolized by CYPs 3A4, 1A2 and 2C19 to desmethylclomipramine, an active metabolite which has a higher activity than the parent drug. In addition, clomipramine and desmethylclomipramine are metabolized by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. ",""
124826,Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Desipramine is metabolized by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Desipramine has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with desipramine.,""
124827,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Doxepin is metabolized to nordoxepin (a metabolite with comparable pharmacological activity as the parent compound) mainly by CYP2C19. In addition, doxepin and nordoxepin are metabolized by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.",""
124828,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Duloxetine is metabolized by CYP2D6 and CYP1A2. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124830,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Fluoxetine is metabolized by CYPs 2D6 and 2C9 and to a lesser extent by CYPs 2C19 and 3A4 to form norfluoxetine. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124831,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Fluvoxamine is metabolized mainly by CYP2D6 and to a lesser extent by CYP1A2. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124832,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Imipramine is metabolized by CYPs 3A4, 2C19 and 1A2 to desipramine. Imipramine and desipramine are both metabolized by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Imipramine has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with imipramine.",""
124833,Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Lithium is mainly eliminated unchanged through the kidneys. Lithium is freely filtered at a rate that is dependent upon the glomerular filtration rate therefore no pharmacokinetic interaction is expected. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Lithium has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with lithium.,""
124834,Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Maprotiline is mainly metabolized by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Maprotiline has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with maprotiline.,""
124835,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Mianserin is metabolized by CYPs 2D6 and 1A2, and to a lesser extent by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.",""
124836,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Milnacipran is mainly eliminated unchanged (50%), and as glucuronides (30%) and oxidative metabolites (20%). ",""
124837,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Mirtazapine is metabolised to 8-hydroxymirtazapine by CYP2D6 and CYP1A2, and to N-desmethylmirtazapine mainly by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.",""
124839,Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Nortriptyline is metabolized mainly by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Nortriptyline has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with nortriptyline.,""
124840,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Paroxetine is mainly metabolized by CYP2D6 and CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124841,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Phenelzine is primarily metabolized by oxidation via monoamine oxidase and to a lesser extent acetylation. Fostemsavir does not interfere with phenelzine’s metabolic pathway.,""
124842,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Reboxetine is metabolized by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124843,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Sertraline is mainly metabolized by CYP2B6 and to a lesser extent by CYPs 2C9, 2C19, 2D6 and 3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.",""
124844,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Tranylcypromine is hydroxylated and acetylated. Fostemsavir does not interact with tranylcypromine’s metabolic pathway. ,""
124845,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Trazodone is primarily metabolized by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124813,"Coadministration has not been studied but is contraindicated. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Coadministration of fostemsavir with rifampicin (another strong inducer) substantially decreased temsavir Cmax and AUC by 76% and 88%. A similar effect is expected with the strong inducer phenytoin, therefore, coadministration is contraindicated as it may result in a potential loss of therapeutic effect.",""
124824,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Citalopram is metabolized by CYP2C19 (38%), 2D6 (31%) and 3A4 (31%). Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with citalopram. However, given the known QT prolongation risk associated with citalopram, ECG monitoring is recommended when coadministering both drugs.",""
124829,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Escitalopram is metabolized by CYPs 2C19 (37%), 2D6 (28%) and 3A4 (35%) to form N-desmethylescitalopram. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with escitalopram. However, given the known QT prolongation risk associated with escitalopram, ECG monitoring is recommended when coadministering both drugs.",""
124846,Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Trimipramine is metabolized mainly by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Trimipramine has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with trimipramine.,""
124847,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Venlafaxine is mainly metabolized by CYP2D6 and to a lesser extent by CYPs 3A4, 2C19 and 2C9. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Venlafaxine has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with venlafaxine.",""
124848,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Vortioxetine is mainly metabolized by CYP2D6 and to a lesser extent by CYP2C9 and CYP3A4/5. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124849,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. After ingestion of acarbose, the majority of active unchanged drug remains in the lumen of the gastrointestinal tract to exert its pharmacological activity and is metabolised by intestinal enzymes and by the microbial flora. ",""
124850,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Canagliflozin is primarily metabolised by UGT1A9 and UGT2B4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce UGT enzymes.,""
124851,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dapagliflozin is primarily metabolised by UGT1A9. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce UGT enzymes.,""
124853,"Coadministration has not been studied Empagliflozin is mainly glucuronidated by UGTs 1A3, 1A8, 1A9 and 2B7. It is a substrate of P-gp and BCRP, and also a substrate of the renal transporter OAT3 and the hepatic transporters OATP1B1 and OATP1B3. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce UGT enzymes but is an inhibitor of BCRP and OATPs and therefore has the potential to increase empagliflozin exposure, but to an extent that would be considered not to be clinically relevant. (Coadministration of gemfibrozil, a strong inhibitor of OATPs, increased empagliflozin Cmax by 15% and AUC by 59%; these changes were not considered to be clinically meaningful).",""
124854,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as exenatide is cleared mainly by glomerular filtration. ,""
124855,"Coadministration has not been studied. Glibenclamide is mainly metabolized by CYP3A4 and to a lesser extent by CYP2C9, and is a substrate of OATP1B3. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes but does inhibit OATPs and therefore has the potential to increase glibenclamide exposure. Monitor glucose.",""
124856,"Coadministration has not been studied. Gliclazide is metabolized mainly by CYP2C9 and to a lesser extent by CYP2C19, and is a substrate of OATP1B1. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes but does inhibit OATPs and therefore has the potential to increase gliclazide exposure. Monitor glucose.",""
124857,Coadministration has not been studied. Glimepiride is mainly metabolized by CYP2C9 and is a substrate of OATP1B1. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes but does inhibit OATPs and therefore has the potential to increase glimepiride exposure. Monitor glucose.,""
124858,Coadministration has not been studied. Glipizide is mainly metabolized by CYP2C9 and is a substrate of OATP1B3. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes but does inhibit OATPs and therefore has the potential to increase glipizide exposure. Monitor glucose.,""
124860,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Linagliptin is mainly eliminated as parent compound in faeces with metabolism by CYP3A4 representing a minor elimination pathway. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124884,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Astemizole is metabolized by CYPs 2D6, 2J2 and 3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with astemizole. However, given the known QT prolongation risk associated with astemizole, ECG monitoring is recommended when coadministering both drugs.",""
124877,"Coadministration has not been studied. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Itraconazole is a strong inhibitor of CYP3A4 and P-gp and coadministration is expected to increase temsavir, but to a modest extent. Coadministration of fostemsavir with cobicistat (a strong CYP3A4 and P-gp inhibitor) increased temsavir exposure by 93%. This increase was not considered to be clinically significant and did not warrant a dose adjustment of fostemsavir.",""
124887,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Diphenhydramine is mainly metabolized by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124888,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Fexofenadine undergoes negligible metabolism and is mainly eliminated unchanged in the faeces. ,""
124889,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Less than 14% of a dose of levocetirizine is metabolised and levocetirizine is mainly eliminated unchanged in the urine through both glomerular filtration and tubular secretion. ,""
124890,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Loratadine is metabolized mainly by CYP3A4 and to a lesser extent by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124891,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Promethazine is metabolized by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124920,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Elimination of sodium stibogluconate is predominantly via renal glomerular filtration. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with sodium stibogluconate. However, given the known QT prolongation risk associated with sodium stibogluconate, ECG monitoring is recommended when coadministering both drugs.",""
124893,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Almotriptan is partly eliminated unchanged in the urine and partly metabolized mainly via monoamine oxidase-A and to a lesser extent by CYP3A4, CYP2D6 and flavin monooxygenase. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.",""
124894,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dihydroergotamine is metabolized by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124895,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Eletriptan is metabolised by CYP3A4 and does not induce or inhibit CYPs. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124896,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Ergotamine is metabolized by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124897,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Rizatriptan is metabolized by oxidative deamination by monoamine oxidase-A (MAO-A). Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. ,""
124898,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Sumatriptan is eliminated primarily by metabolism mediated by monoamine oxidase A. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. ,""
124899,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Amodiaquine is metabolized mainly by CYP2C8. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
124900,"Coadministration has not been studied. Artemisinins undergo rapid metabolism via several CYP450 (CYPs 3A4, 2A6, 2B6) and the active metabolite (dihydroartemisinin, which has greater potency than the parent drug) is further metabolism via UGTs 1A9 and 2B7. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP or UGTs enzymes. Artemisinins induce CYP3A4 and/or CYP2C19 but are unlikely to alter temsavir exposure significantly. Coadministration of fostemsavir with rifabutin (a moderate inducer) was shown to reduce exposure of temsavir by 30%. This decrease was not considered to be clinically significant and did not warrant a dose adjustment of fostemsavir. This recommendation also applies when fostemsavir is coadministered with artemisinin.",""
124901,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Atovaquone is mainly eliminated unchanged in the faeces. Fostemsavir does not interact with atovaquone’s metabolic pathway. ,""
124914,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Pentamidine is metabolized by CYP1A2 and CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with pentamidine. However, given the known QT prolongation risk associated with pentamidine, ECG monitoring is recommended when coadministering both drugs.",""
124904,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Diloxanide furoate is largely hydrolysed under the combined action of bacterial and gut esterases and subsequently glucuronidated. No clinically significant drug interactions are known, and significant interactions with antiretrovirals are unlikely. ",""
124905,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Eflornithine is predominantly eliminated unchanged via the kidneys but fostemsavir is unlikely to significantly inhibit eflornithine renal elimination.,""
124907,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Lumefantrine is metabolized predominantly by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with lumefantrine. However, the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes.",""
124908,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Mefloquine is metabolized by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with mefloquine. However, the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes.",""
124909,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Meglumine antimoniate is predominantly eliminated unchanged via renal glomerular filtration. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with meglumine. However, given the QT prolongation risk associated with meglumine, ECG monitoring is recommended when coadministering both drugs.",""
124910,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely, although due to the lack of available data, vigilance is required if administering melarsoprol with antiretrovirals. It is unknown whether urinary metabolites of melarsoprol, such as arsenic, are excreted via active renal mechanisms. However, a clinical study has reported that urinary pharmacokinetic parameters are not predictive of toxicity or therapeutic efficacy. ",""
124911,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. In vitro studies have shown that interactions between miltefosine and drugs which are metabolized by cytochrome P450, glucuronidated or otherwise conjugated are unlikely. ",""
124912,"Coadministration has not been studied. Based on limited data concerning metabolism, elimination and toxicity of nifurtimox, a clinically significant interaction is unlikely. Nifurtimox appears to be biotransformed partially at a cytochrome P450 level but mostly by NADPH P450 reductase therefore no interaction is expected with fostemsavir. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.",""
124913,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Paromomycin is not metabolised but is eliminated unchanged by renal glomerular filtration. ,""
124925,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Chlorpromazine is metabolized mainly by CYP2D6, but also by CYP1A2. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with chlorpromazine. However, given the known QT prolongation risk associated with chlorpromazine, ECG monitoring is recommended when coadministering both drugs.",""
124915,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Piperaquine is a modest inhibitor of CYP3A4 but is unlikely to significantly increase temsavir exposure. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with piperaquine. However, given the QT prolongation risk associated with piperaquine, ECG monitoring is recommended when coadministering both drugs.",""
124916,Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Primaquine is metabolised mainly through a non-CYP mediated mechanism and only a small fraction of the drug is believed to be metabolised through CYP450. Fostemsavir does not interfere with primaquine elimination. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Primaquine has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with primaquine.,""
124917,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Proguanil is partly excreted unchanged and partly metabolized to its more active metabolite cycloguanil by CYP2C19 and to a lesser extent by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes.,""
