Unique_identifier,Primary_drug_id,Primary_Drug,Primary_Drug_ES,drug_trade_names,drug_class_name,drug_class_name_ES,co_drug_id,Comedication,Comedication_ES,co_drug_trade_names,co_drug_class_name,co_drug_class_name_ES,Evidence_Grade,Interaction_Status,Interaction_Status_ES,Interaction_Status_color,site_type,Last_updated,Description,Summary,Summary_ES,created_at,updated_at
120296,2322,Elvitegravir/Cobicistat/ Emtricitabine/Tenofovir alafenamide (EVG/c/FTC/TAF),Elvitegravir/Cobicistat/ Emtricitabina/Tenofovir alafenamida (EVG/c/FTC/TAF),Genvoya,Antiretrovirals (Entry and Integrase Inhibitors),Antirretrovirales (Inhibidores de la entrada e integrasa),2930,Cyanocobalamin (Vitamin B12) [alone],Cianocobalamina (Vitamina B12),,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:10",(See Summary),Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cyanocobalamin undergoes enterohepatic recycling and is excreted almost entirely in the urine.,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. La cianocobalamina experimenta un reciclaje enterohepático y se excreta casi por completo en la orina.",2020-03-06 13:29:00,NULL
120297,2323,Elvitegravir/Cobicistat/ Emtricitabine/Tenofovir-DF (EVG/c/FTC/TDF),Elvitegravir/Cobicistat/ Emtricitabina/Tenofovir-DF (EVG/c/FTC/TDF),Stribild,Antiretrovirals (Entry and Integrase Inhibitors),Antirretrovirales (Inhibidores de la entrada e integrasa),2930,Cyanocobalamin (Vitamin B12) [alone],Cianocobalamina (Vitamina B12),,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:10",(See Summary),Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cyanocobalamin undergoes enterohepatic recycling and is excreted almost entirely in the urine.,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. La cianocobalamina experimenta un reciclaje enterohepático y se excreta casi por completo en la orina.",2020-03-06 13:29:00,NULL
120298,2787,Atazanavir alone (ATV),Atazanavir (ATV),"Reyataz, Atavir",Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:17",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120299,2788,Atazanavir/cobicistat (ATV/c),Atazanavir/cobicistat (ATV/c),Evotaz,Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:19",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120300,2789,Atazanavir + ritonavir (ATV/r),Atazanavir + ritonavir (ATV/r),"Reyataz, Synthivan",Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:19",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120301,2724,Darunavir/cobicistat (DRV/c),Darunavir/cobicistat (DRV/c),"Rezolsta, Prezcobix",Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:19",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120302,2735,Darunavir + ritonavir (DRV/r),Darunavir + ritonavir (DRV/r),Prezista,Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:19",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120303,2769,Darunavir/Cobicistat/ Emtricitabine/Tenofovir alafenamide (DRV/c/FTC/TAF),Darunavir/Cobicistat/ Emtricitabina/Tenofovir alafenamida (DRV/c/FTC/TAF),Symtuza,Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:19",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120304,2106,Fosamprenavir (FPV),Fosamprenavir (FPV),"Lexiva, Telzir",Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:19",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120305,2098,Indinavir (IDV),Indinavir (IDV),"Crixivan, Indivan",Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:19",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120306,2099,Lopinavir (LPV),Lopinavir (LPV),"Kaletra, Lopimune, Aluvia",Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:19",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120307,2101,Ritonavir (RTV),Ritonavir (RTV),"Kaletra, Norvir, Lopimune, Ritomune, Synthivan, Aluvia",Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:20",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120308,2102,Saquinavir (SQV),Saquinavir (SQV),"Invirase, Maximune",Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:20",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120309,2104,Tipranavir (TPV),Tipranavir (TPV),Aptivus,Antiretrovirals (Protease Inhibitors),Antirretrovirales (Inhibidores de la proteasa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:20",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120310,2772,Doravirine/Lamivudine/ Tenofovir-DF (DOR/3TC/TDF),Doravirina/Lamivudina/ Tenofovir-DF (DOR/3TC/TDF),Delstrigo,Antiretrovirals (NNRTIs),Antirretrovirales (Inhibidores no nucleósidos de la transcriptasa reversa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:22",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120311,2093,Efavirenz (EFV),Efavirenz (EFV),"Atripla, Stocrin, Sustiva, Efavir, Trioday, Viraday",Antiretrovirals (NNRTIs),Antirretrovirales (Inhibidores no nucleósidos de la transcriptasa reversa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:22",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120312,2095,Etravirine (ETV),Etravirina (ETV),Intelence,Antiretrovirals (NNRTIs),Antirretrovirales (Inhibidores no nucleósidos de la transcriptasa reversa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:22",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120313,2096,Rilpivirine (RPV),Rilpivirina (RPV),"Edurant, Complera, Eviplera",Antiretrovirals (NNRTIs),Antirretrovirales (Inhibidores no nucleósidos de la transcriptasa reversa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:22",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120314,2562,Rilpivirine/ Emtricitabine/Tenofovir alafenamide (RPV/FTC/TAF),Rilpivirina/ Emtricitabina/Tenofovir alafenamida (RPV/FTC/TAF),Odefsey,Antiretrovirals (NNRTIs),Antirretrovirales (Inhibidores no nucleósidos de la transcriptasa reversa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:22",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120315,2094,Nevirapine (NVP),Nevirapina (NVP),"Viramune, Duovir-N, Nevimune, Triomune Baby, Triomune Junior, Triomune-30, Triomune-40",Antiretrovirals (NNRTIs),Antirretrovirales (Inhibidores no nucleósidos de la transcriptasa reversa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:22",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120316,2771,Doravirine (DOR),Doravirina (DOR),Pifeltro,Antiretrovirals (NNRTIs),Antirretrovirales (Inhibidores no nucleósidos de la transcriptasa reversa),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:23",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120317,2108,Abacavir (ABC),Abacavir (ABC),"Kivexa, Trizivir, Ziagen, Abamune, Abamune-L, Epzicom",Antiretrovirals (Nucleoside/tide Analogues),Antirretrovirales (Análogos de nucleósidos/tidos),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:24",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120318,2109,Didanosine (ddI),Didanosina (ddI),"Videx, Videx EC, Dinex EC",Antiretrovirals (Nucleoside/tide Analogues),Antirretrovirales (Análogos de nucleósidos/tidos),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:24",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120319,2115,Emtricitabine (FTC),Emtricitabina (FTC),"Atripla, Emtriva, Tenvir-EM, Viraday, Complera, Eviplera",Antiretrovirals (Nucleoside/tide Analogues),Antirretrovirales (Análogos de nucleósidos/tidos),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:24",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120320,2545,"Emtricitabine/Tenofovir alafenamide (FTC/TAF, PrEP)","Emtricitabina/Tenofovir alafenamida (FTC/TAF, PrEP)","Descovy, PrEP",Antiretrovirals (Nucleoside/tide Analogues),Antirretrovirales (Análogos de nucleósidos/tidos),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:26",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;Dose Descovy according to the concomitant antiretroviral.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva. Dosifique Descovy según el antirretroviral concomitante.",2020-03-06 13:28:54,NULL
120321,2730,"Emtricitabine/Tenofovir-DF (FTC/TDF, PrEP)","Emtricitabina/Tenofovir-DF (FTC/TDF, PrEP)","Truvada, PrEP",Antiretrovirals (Nucleoside/tide Analogues),Antirretrovirales (Análogos de nucleósidos/tidos),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:25",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120322,2110,Lamivudine (3TC),Lamivudina (3TC),"Trioday, Duovir-N, Triomune Baby, Triomune Junior, Triomune-30, Triomune-40, Kivexa, Trizivir, Abamune-L, Epzicom, Combivir, Epivir, Zeffix, Lamivir, Lamivir S-30, Tenvir-L, Epivir-HBV, Temixys",Antiretrovirals (Nucleoside/tide Analogues),Antirretrovirales (Análogos de nucleósidos/tidos),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:25",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
120323,2111,Stavudine (d4T),Estavudina (d4T),"Zerit, Lamivir S-30, Stavir, Triomune Baby, Triomune Junior, Triomune-30, Triomune-40",Antiretrovirals (Nucleoside/tide Analogues),Antirretrovirales (Análogos de nucleósidos/tidos),2931,Iodine [alone],Yodo,,Herbals/Supplements/Vitamins,Hierbas/Suplementos/Vitaminas,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"November 27, 2019 11:25",(See Summary),"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iodine is converted to iodide, which is trapped in the thyroid gland. Iodides are excreted mainly in the urine with smaller amounts excreted in the faeces, sweat and saliva.&nbsp;","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El yodo se convierte en yoduro, que queda atrapado en la glándula tiroides. Los yoduros se excretan principalmente en la orina con cantidades más pequeñas excretadas en las heces, el sudor y la saliva.",2020-03-06 13:28:54,NULL
