Unique_identifier,Primary_drug_id,Primary_Drug,drug_trade_names,drug_class_name,co_drug_id,Comedication,co_drug_trade_names,co_drug_class_name,Evidence_Grade,Interaction_Status,Interaction_Status_color,site_type,Last_updated,Description,Resumo,created_at,updated_at
120437,2110,Lamivudine (3TC),"Trioday, Duovir-N, Triomune Baby, Triomune Junior, Triomune-30, Triomune-40, Kivexa, Trizivir, Abamune-L, Epzicom, Combivir, Epivir, Zeffix, Lamivir, Lamivir S-30, Tenvir-L, Epivir-HBV, Temixys",Antiretrovirals (Nucleoside/tide Analogues),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 14:57",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima, portanto, há pouco potencial para uma interação com a lamivudina através da competição por vias de eliminação renal.",2020-03-06 13:29:00,NULL
120438,2730,"Emtricitabine/Tenofovir-DF (FTC/TDF, PrEP)","Truvada, PrEP",Antiretrovirals (Nucleoside/tide Analogues),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 14:58",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima, portanto, há pouco potencial para uma interação com a emtricitabina e o tenofovir-DF através da competição por vias de eliminação renal.",2020-03-06 13:29:00,NULL
120439,2111,Stavudine (d4T),"Zerit, Lamivir S-30, Stavir, Triomune Baby, Triomune Junior, Triomune-30, Triomune-40",Antiretrovirals (Nucleoside/tide Analogues),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 14:58",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima, portanto, há pouco potencial para uma interação com a estavudina através da competição por vias de eliminação renal.",2020-03-06 13:29:00,NULL
120440,2114,Tenofovir-DF (TDF),"Atripla, Trioday, Viraday, Complera, Eviplera, Tenvir-L, Viread, Tenvir, Tenvir-EM, Temixys",Antiretrovirals (Nucleoside/tide Analogues),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 14:58",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima, portanto, há pouco potencial para uma interação com o tenofovir-DF através da competição por vias de eliminação renal.",2020-03-06 13:29:00,NULL
120441,2545,"Emtricitabine/Tenofovir alafenamide (FTC/TAF, PrEP)","Descovy, PrEP",Antiretrovirals (Nucleoside/tide Analogues),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 14:58",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima, portanto, há pouco potencial para uma interação com a emtricitabina e o tenofovir alafenamida através da competição por vias de eliminação renal. Calcular a dose de Descovy de acordo com o antiretroviral concomitante.&nbsp;",2020-03-06 13:29:00,NULL
120442,2108,Abacavir (ABC),"Kivexa, Trizivir, Ziagen, Abamune, Abamune-L, Epzicom",Antiretrovirals (Nucleoside/tide Analogues),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:06",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação, mas como a glucuronidação não é a única via de eliminação, há pouco potencial para uma interação com o abacavir via competição por vias de glucuronidação. A eliminação renal da fitomenadiona é mínima.",2020-03-06 13:29:00,NULL
120443,2113,Zidovudine (AZT/ZDV),"Combivir, Retrovir, Trizivir, Duovir-N, Zidovir",Antiretrovirals (Nucleoside/tide Analogues),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:07",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação, mas como a glucuronidação não é a única via de eliminação, há pouco potencial para uma interação com a zidovudina via competição por vias de glucuronidação. A eliminação renal da fitomenadiona é mínima.",2020-03-06 13:29:00,NULL
120444,2723,Ibalizumab-uiyk,Trogarzo,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:07",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Não foram realizados estudos de interação medicamentosa com o ibalizumab: com base no mecanismo de ação do ibalizumab e na disposição mediada pelo alvo do medicamento, não se esperam interações entre medicamentos. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. O ibalizumab, um anticorpo monoclonal ligado ao receptor CD4, é provável que seja eliminado via catabolismo intracelular de forma semelhante a outros anticorpos monoclonais.",2020-03-06 13:29:00,NULL
120445,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 28, 2019 10:25",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
120446,2678,Bictegravir/ Emtricitabine/Tenofovir alafenamide (BIC/FTC/TAF),Biktarvy,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:08",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima.",2020-03-06 13:29:00,NULL
120447,2321,Dolutegravir (DTG),Tivicay,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:08",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação, mas como a glucuronidação não é a única via de eliminação, há pouco potencial para uma interação com o dolutegravir via competição por vias de glucuronidação. A eliminação renal da fitomenadiona é mínima.",2020-03-06 13:29:00,NULL
120448,2843,Dolutegravir/Lamivudine (DTG/3TC),Dovato,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:09",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação, mas como a glucuronidação não é a única via de eliminação, há pouco potencial para uma interação com o dolutegravir via competição por vias de glucuronidação. A eliminação renal da fitomenadiona é mínima, portanto, há pouco potencial para uma interação com a lamivudina através da competição por vias de eliminação renal.",2020-03-06 13:29:00,NULL
120449,2844,Dolutegravir/Abacavir/ Lamivudine (DTG/ABC/3TC),Triumeq,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:09",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação, mas como a glucuronidação não é a única via de eliminação, há pouco potencial para uma interação com dolutegravir ou abacavir via competição por vias de glucuronidação. A eliminação renal da fitomenadiona é mínima, portanto, há pouco potencial para uma interação com a lamivudina através da competição por vias de eliminação renal.",2020-03-06 13:29:00,NULL
120450,2770,Dolutegravir/Rilpivirine (DTG/RPV),Juluca,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"December 02, 2019 12:09",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima. Como a glucuronidação não é a única via de eliminação, há pouco potencial para uma interação com o dolutegravir via competição por vias de glucuronidação. Não se espera qualquer interação com a rilpivirina.",2020-03-06 13:28:55,NULL
120451,2322,Elvitegravir/Cobicistat/ Emtricitabine/Tenofovir alafenamide (EVG/c/FTC/TAF),Genvoya,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:10",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima. Não se espera interação com elvitegravir/cobicistat e há pouco potencial para uma interação com a emtricitabina e o tenofovir alafenamida através da competição por vias de eliminação renal.",2020-03-06 13:29:00,NULL
120452,2323,Elvitegravir/Cobicistat/ Emtricitabine/Tenofovir-DF (EVG/c/FTC/TDF),Stribild,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:10",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação. A eliminação renal da fitomenadiona é mínima. Não se espera interação com elvitegravir/cobicistat e há pouco potencial para uma interação com a emtricitabina e o tenofovir-DF através da competição por vias de eliminação renal.",2020-03-06 13:29:00,NULL
120453,2318,Raltegravir (RAL),Isentress,Antiretrovirals (Entry and Integrase Inhibitors),2933,Phytomenadione (Vitamin K) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:11",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Pensa-se que o metabolismo da fitomenadiona envolve o CYP4F2 e a glucuronidação, mas como a glucuronidação não é a única via de eliminação, há pouco potencial para uma interação com o raltegravir via competição por vias de glucuronidação. A eliminação renal da fitomenadiona é mínima.",2020-03-06 13:29:00,NULL
120454,2787,Atazanavir alone (ATV),"Reyataz, Atavir",Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:20",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:29:00,NULL
120455,2788,Atazanavir/cobicistat (ATV/c),Evotaz,Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:21",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:29:00,NULL
120456,2789,Atazanavir + ritonavir (ATV/r),"Reyataz, Synthivan",Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:21",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:29:00,NULL
120457,2724,Darunavir/cobicistat (DRV/c),"Rezolsta, Prezcobix",Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:21",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:29:00,NULL
120458,2735,Darunavir + ritonavir (DRV/r),Prezista,Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:21",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:29:00,NULL
120459,2769,Darunavir/Cobicistat/ Emtricitabine/Tenofovir alafenamide (DRV/c/FTC/TAF),Symtuza,Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:22",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120460,2106,Fosamprenavir (FPV),"Lexiva, Telzir",Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:22",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120461,2098,Indinavir (IDV),"Crixivan, Indivan",Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:22",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120462,2099,Lopinavir (LPV),"Kaletra, Lopimune, Aluvia",Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:22",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120463,2101,Ritonavir (RTV),"Kaletra, Norvir, Lopimune, Ritomune, Synthivan, Aluvia",Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:22",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120464,2102,Saquinavir (SQV),"Invirase, Maximune",Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:22",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120465,2104,Tipranavir (TPV),Aptivus,Antiretrovirals (Protease Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:22",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120466,2771,Doravirine (DOR),Pifeltro,Antiretrovirals (NNRTIs),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:23",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120467,2772,Doravirine/Lamivudine/ Tenofovir-DF (DOR/3TC/TDF),Delstrigo,Antiretrovirals (NNRTIs),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:23",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120468,2093,Efavirenz (EFV),"Atripla, Stocrin, Sustiva, Efavir, Trioday, Viraday",Antiretrovirals (NNRTIs),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:23",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120469,2095,Etravirine (ETV),Intelence,Antiretrovirals (NNRTIs),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:23",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120470,2094,Nevirapine (NVP),"Viramune, Duovir-N, Nevimune, Triomune Baby, Triomune Junior, Triomune-30, Triomune-40",Antiretrovirals (NNRTIs),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:24",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120471,2096,Rilpivirine (RPV),"Edurant, Complera, Eviplera",Antiretrovirals (NNRTIs),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:24",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120472,2562,Rilpivirine/ Emtricitabine/Tenofovir alafenamide (RPV/FTC/TAF),Odefsey,Antiretrovirals (NNRTIs),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:24",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120473,2108,Abacavir (ABC),"Kivexa, Trizivir, Ziagen, Abamune, Abamune-L, Epzicom",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:25",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120474,2109,Didanosine (ddI),"Videx, Videx EC, Dinex EC",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:25",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120475,2115,Emtricitabine (FTC),"Atripla, Emtriva, Tenvir-EM, Viraday, Complera, Eviplera",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:25",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120476,2730,"Emtricitabine/Tenofovir-DF (FTC/TDF, PrEP)","Truvada, PrEP",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:26",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120477,2110,Lamivudine (3TC),"Trioday, Duovir-N, Triomune Baby, Triomune Junior, Triomune-30, Triomune-40, Kivexa, Trizivir, Abamune-L, Epzicom, Combivir, Epivir, Zeffix, Lamivir, Lamivir S-30, Tenvir-L, Epivir-HBV, Temixys",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:26",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120478,2111,Stavudine (d4T),"Zerit, Lamivir S-30, Stavir, Triomune Baby, Triomune Junior, Triomune-30, Triomune-40",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:26",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120479,2114,Tenofovir-DF (TDF),"Atripla, Trioday, Viraday, Complera, Eviplera, Tenvir-L, Viread, Tenvir, Tenvir-EM, Temixys",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:26",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120480,2113,Zidovudine (AZT/ZDV),"Combivir, Retrovir, Trizivir, Duovir-N, Zidovir",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:26",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120481,2286,Maraviroc (MVC),"Celsentri, Selzentry",Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:27",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
